bus,a_max,SDS_ceiling,SDS_learned,learned_over_ceiling,stealth_residual,tau_bdd,box_max,box_ok
30,0.30000000000000004,2.32379000769862,0.4700599047057844,0.2022815758517316,2.6204074687865723e-23,79.08194448784874,0.30000000000000004,True
57,0.18,1.9043396212539931,0.21667642976011264,0.1137803505959892,1.1246293363444099e-23,139.92077389845574,0.18000000000000504,True
118,0.12,1.7361834322255179,0.07216626118858749,0.04156603492989305,1.1807273677902626e-22,272.83576939209644,0.12000000000004363,True
