bus,rel_h,mu_phys,seed,updates,scale,mean_sds,fixed_evasion_rate,approx_h_evasion_rate,evasion_drop_points,fixed_median_chi2_over_tau,approx_h_median_chi2_over_tau
30,0.02,0.0,0,40,0.5,0.008000164159243166,1.0,1.0,0.0,0.029447620987011376,0.030632543501675054
30,0.02,0.0,0,40,0.75,0.012000246238864748,1.0,1.0,0.0,0.0662571472207756,0.06891115992251381
30,0.02,0.0,0,40,1.0,0.016000328318486332,1.0,1.0,0.0,0.1177904839480455,0.12213744018233887
30,0.02,1.0,0,40,0.5,0.008128883961675123,1.0,1.0,0.0,0.020260371532306736,0.021415501908335435
30,0.02,1.0,0,40,0.75,0.012193325942512684,1.0,1.0,0.0,0.04558583594769017,0.04762774535316012
30,0.02,1.0,0,40,1.0,0.016257767923350246,1.0,1.0,0.0,0.08104148612922694,0.08498589562683359
