bus,rel_h,mu_phys,seed,updates,mean_sds,fixed_evasion_rate,approx_h_evasion_rate,evasion_drop_points,approx_h_median_chi2_over_tau,train_final_asr,train_final_sds,train_final_stealth,train_final_phys_trace,run_dir
30,0.02,0.0,0,80,0.021147467154862494,1.0,1.0,0.0,0.09356960834071323,0.90625,0.03031617846044335,0.2543521650201658,0.008714221368722555,runs/approx_h_ablation/approx_h_bus30_rel0.020_mu0_seed0
30,0.02,1.0,0,80,0.02682469005578393,1.0,1.0,0.0,0.1284573136680027,0.96875,0.03584249433375154,0.21043518919243312,0.006083550413686341,runs/approx_h_ablation/approx_h_bus30_rel0.020_mu1_seed0
