bus,rel_h,episodes,k_perturb,mean_sds,fixed_evasion_rate,approx_h_evasion_rate,evasion_drop_points,fixed_median_chi2_over_tau,approx_h_median_chi2_over_tau,tau_bdd,sigma
118,0.02,32,10,0.07287096385161396,1.0,1.0,0.0,0.058816227741607205,0.20226136774876832,272.83576939209644,0.01
